Id,Churn,Genero,Tiene +60,Posee_pareja,Posee_dependientes,Tiempo_contrato,Servicio_telefono,Multiples_lineas,Tipo_internet,Seguridad_online,Backup_online,Proteccion_dispositivo,Soporte_tecnico,Streaming_tv,Streaming_peliculas,Tipo_contrato,Factura_digital,Metodo_pago,Valor_mensual,Total_cobrado,Cuentas_Diarias
6374-NTQLP,No,Masculino,1,Si,Si,72,Si,No,Fibra optica,Si,No,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,104.1,7447.7,3.47
6376-GAHQE,Si,Masculino,0,No,No,4,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,No,Cheque electrónico,77.85,299.2,2.6
6377-KSLXC,No,Masculino,0,No,No,5,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,19.95,107.05,0.66
6377-WHAOX,No,Femenino,0,Si,No,60,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,106.15,6411.25,3.54
6379-RXJRQ,Si,Masculino,0,Si,No,10,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,70.1,659.65,2.34
6380-ARCEH,No,Masculino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,20.2,20.2,0.67
6383-ZTSIW,No,Femenino,1,Si,No,39,Si,No,Fibra optica,Si,Si,No,No,Si,Si,Un año,No,Cheque por correo,99.1,3877.95,3.3
6384-VMJHP,No,Femenino,0,No,No,72,Si,No,DSL,Si,Si,Si,Si,No,Si,Dos años,Si,Tarjeta de crédito,73.0,5265.2,2.43
6386-SZZKH,Si,Femenino,0,Si,Si,49,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,107.95,5293.2,3.6
6388-TABGU,No,Masculino,0,No,Si,62,Si,No,DSL,Si,Si,No,No,No,No,Un año,No,Transferencia bancaria,56.15,3487.95,1.87
6390-DSAZX,Si,Femenino,0,No,Si,1,Si,No,Fibra optica,Si,No,No,No,No,No,Mes a mes,Si,Cheque por correo,73.6,73.6,2.45
6393-WRYZE,Si,Femenino,0,Si,No,34,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,97.65,3207.55,3.26
6394-HHHZM,No,Masculino,0,No,No,3,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,20.7,57.5,0.69
6394-MFYNG,Si,Femenino,0,No,No,48,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Transferencia bancaria,107.4,5121.3,3.58
6397-JNZZG,Si,Femenino,1,Si,No,43,No,No,DSL,No,Si,Si,No,Si,Si,Mes a mes,No,Tarjeta de crédito,55.55,2342.2,1.85
6400-BWQKW,Si,Femenino,0,No,No,6,Si,Si,Fibra optica,Si,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,79.05,434.5,2.64
6402-EJMWF,No,Masculino,0,No,No,4,Si,No,DSL,No,No,No,No,No,Si,Mes a mes,Si,Cheque por correo,55.3,238.5,1.84
6402-SSEJG,No,Femenino,0,No,No,25,No,No,DSL,Si,Si,Si,No,Si,Si,Un año,No,Cheque electrónico,61.05,1540.2,2.03
6402-ZFPPI,Si,Femenino,1,No,No,25,Si,Si,Fibra optica,Si,Si,No,No,Si,Si,Mes a mes,Si,Cheque por correo,102.8,2660.2,3.43
6407-GSJNL,No,Femenino,0,No,No,51,Si,Si,No,No,No,No,No,No,No,Dos años,No,Transferencia bancaria,24.95,1288.0,0.83
6407-UTSLV,No,Femenino,1,No,No,2,Si,No,Fibra optica,No,Si,No,No,Si,No,Mes a mes,Si,Transferencia bancaria,83.8,163.7,2.79
6408-OTUBZ,No,Femenino,0,No,No,66,Si,Si,Fibra optica,Si,Si,Si,Si,Si,No,Un año,Si,Transferencia bancaria,104.55,6779.05,3.48
6408-WHTEF,No,Masculino,0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Cheque por correo,89.4,6376.55,2.98
6410-LEFEN,Si,Femenino,0,No,No,9,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,45.15,416.45,1.5
6413-XKKPU,Si,Masculino,0,Si,Si,17,Si,No,Fibra optica,Si,No,Si,No,Si,No,Mes a mes,Si,Cheque electrónico,89.4,1539.45,2.98
6416-JNVRK,No,Femenino,0,No,No,46,Si,No,DSL,No,No,No,No,No,Si,Un año,No,Tarjeta de crédito,55.65,2688.85,1.86
6416-TVAIH,Si,Masculino,0,Si,Si,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,68.5,68.5,2.28
6416-YJTTB,No,Masculino,0,No,No,11,Si,No,Fibra optica,Si,No,Si,No,No,No,Mes a mes,Si,Transferencia bancaria,79.5,795.65,2.65
6418-HNFED,No,Masculino,0,Si,No,51,Si,No,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,83.25,4089.45,2.78
6418-PIQSP,No,Femenino,0,Si,No,62,Si,No,DSL,Si,No,Si,Si,Si,Si,Dos años,No,Cheque por correo,81.0,4985.9,2.7
6419-ZTTLE,No,Masculino,1,Si,No,23,Si,No,No,No,No,No,No,No,No,Un año,Si,Cheque electrónico,20.75,485.2,0.69
6421-SZVEM,No,Femenino,0,Si,Si,28,Si,No,Fibra optica,Si,No,No,No,No,Si,Un año,Si,Transferencia bancaria,82.85,2320.8,2.76
6424-ELEYH,Si,Femenino,0,Si,No,3,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,74.75,229.5,2.49
6425-JWTDV,No,Masculino,0,Si,No,48,Si,No,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,19.25,855.1,0.64
6425-YQLLO,Si,Femenino,1,Si,No,66,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Un año,Si,Tarjeta de crédito,105.95,6975.25,3.53
6427-FEFIG,No,Femenino,0,Si,Si,24,Si,Si,DSL,Si,No,Si,No,Si,Si,Dos años,No,Tarjeta de crédito,78.6,1846.65,2.62
6429-SHBCB,No,Masculino,0,No,No,19,Si,Si,DSL,No,No,No,No,Si,Si,Mes a mes,No,Cheque por correo,69.6,1394.55,2.32
6432-TWQLB,Si,Masculino,0,Si,No,5,Si,Si,Fibra optica,No,Si,No,Si,No,No,Mes a mes,Si,Cheque electrónico,85.4,401.1,2.85
6434-TTGJP,No,Masculino,0,Si,Si,10,No,No,DSL,Si,Si,Si,Si,No,Si,Dos años,No,Tarjeta de crédito,53.7,521.0,1.79
6435-SRWBJ,No,Femenino,0,No,No,5,Si,Si,Fibra optica,No,No,Si,Si,No,No,Mes a mes,Si,Cheque electrónico,82.75,417.75,2.76
6435-VWCCY,No,Masculino,1,Si,No,65,Si,Si,Fibra optica,Si,Si,No,No,Si,No,Dos años,Si,Tarjeta de crédito,92.7,5968.4,3.09
6437-UDQJM,No,Femenino,1,Si,No,72,Si,Si,DSL,Si,Si,Si,No,Si,Si,Dos años,Si,Tarjeta de crédito,84.1,6129.65,2.8
6437-UKHMV,Si,Femenino,0,No,No,7,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,79.7,586.05,2.66
6439-GTPCA,Si,Femenino,0,No,No,45,Si,Si,Fibra optica,No,No,Si,Si,No,No,Mes a mes,Si,Cheque electrónico,87.25,3941.7,2.91
6439-LAJXL,No,Masculino,0,Si,No,9,Si,No,DSL,Si,Si,No,Si,Si,No,Mes a mes,Si,Cheque por correo,68.95,593.85,2.3
6439-PKTRR,No,Femenino,0,Si,Si,70,Si,Si,DSL,Si,Si,Si,Si,Si,No,Dos años,No,Cheque electrónico,80.7,5617.95,2.69
6440-DKQGE,No,Masculino,0,No,Si,30,Si,No,DSL,No,Si,Si,No,Si,No,Un año,No,Tarjeta de crédito,64.5,1929.95,2.15
6445-TNRXS,No,Masculino,0,Si,Si,68,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,114.7,7849.85,3.82
6447-EGDIV,No,Femenino,0,No,No,31,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,20.95,683.25,0.7
6447-GORXK,No,Masculino,0,No,Si,31,No,No,DSL,No,No,No,No,No,No,Mes a mes,No,Tarjeta de crédito,25.0,789.2,0.83
6457-GIRWB,Si,Masculino,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,69.35,69.35,2.31
6457-USBER,Si,Masculino,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,80.8,80.8,2.69
6458-CYIDZ,No,Femenino,1,No,No,5,Si,No,Fibra optica,Si,Si,No,No,No,No,Mes a mes,No,Cheque electrónico,80.7,374.8,2.69
6461-PPAXN,No,Femenino,0,Si,Si,35,Si,No,DSL,Si,No,No,Si,No,No,Un año,Si,Transferencia bancaria,54.95,1916.0,1.83
6461-SZMCV,No,Femenino,0,Si,No,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,87.95,6365.35,2.93
6463-HHXJR,No,Femenino,0,Si,Si,71,Si,Si,Fibra optica,Si,Si,Si,No,Si,No,Dos años,No,Transferencia bancaria,100.5,7030.65,3.35
6463-MVYRY,No,Femenino,1,No,No,57,Si,No,DSL,Si,No,Si,Si,Si,No,Dos años,No,Transferencia bancaria,69.85,4003.0,2.33
6464-KEXXH,No,Masculino,0,No,No,8,No,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,25.25,186.3,0.84
6465-GSRCL,No,Femenino,0,No,Si,67,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Un año,Si,Transferencia bancaria,106.6,7244.7,3.55
6467-CHFZW,Si,Masculino,0,Si,Si,47,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,99.35,4749.15,3.31
6469-MRVET,No,Masculino,0,Si,Si,1,Si,No,No,No,No,No,No,No,No,Un año,Si,Cheque electrónico,20.2,20.2,0.67
6469-QJKZW,No,Femenino,0,Si,No,4,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,20.15,91.4,0.67
6473-ULUHT,No,Masculino,0,Si,Si,16,Si,Si,DSL,Si,Si,No,Si,Si,Si,Mes a mes,No,Cheque electrónico,84.9,1398.25,2.83
6474-FVJLC,Si,Masculino,0,No,No,2,Si,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,86.0,165.45,2.87
6475-VHUIZ,No,Femenino,0,Si,No,23,Si,No,DSL,No,No,Si,Si,No,No,Mes a mes,No,Cheque electrónico,54.25,1221.55,1.81
6476-EPYZR,No,Masculino,0,Si,Si,12,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,20.5,255.5,0.68
6476-YHMGA,No,Femenino,0,Si,Si,15,Si,No,DSL,No,Si,Si,Si,Si,Si,Mes a mes,No,Transferencia bancaria,76.5,1155.6,2.55
6478-HRRCZ,No,Masculino,0,Si,No,32,Si,No,DSL,Si,Si,No,Si,No,Si,Un año,No,Cheque por correo,70.5,2201.75,2.35
6479-OAUSD,No,Masculino,0,No,No,25,Si,No,No,No,No,No,No,No,No,Un año,No,Tarjeta de crédito,19.9,510.8,0.66
6479-SZPLM,No,Masculino,0,Si,Si,36,Si,No,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,19.45,754.5,0.65
6479-VDGRK,No,Femenino,0,Si,Si,72,Si,No,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,85.3,6129.2,2.84
6480-YAGIY,No,Masculino,0,No,No,45,Si,No,Fibra optica,Si,Si,Si,Si,Si,Si,Un año,No,Tarjeta de crédito,112.2,5031.85,3.74
6481-ESCNL,No,Femenino,0,No,No,29,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,No,Transferencia bancaria,100.55,2878.75,3.35
6481-LXPWL,No,Masculino,0,Si,Si,56,No,No,DSL,No,Si,Si,No,No,No,Un año,Si,Tarjeta de crédito,36.1,1971.5,1.2
6481-OGDOO,Si,Masculino,0,Si,No,67,Si,No,Fibra optica,Si,Si,No,No,No,Si,Un año,Si,Tarjeta de crédito,90.6,6056.15,3.02
6483-OATDN,No,Masculino,0,Si,Si,8,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,51.3,411.6,1.71
6484-LATFU,No,Masculino,0,No,No,68,Si,Si,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,24.55,1657.4,0.82
6485-QXWWE,No,Femenino,0,No,Si,62,Si,Si,No,No,No,No,No,No,No,Dos años,No,Transferencia bancaria,26.0,1638.7,0.87
6486-LHTMA,No,Femenino,1,Si,No,31,Si,Si,Fibra optica,No,No,Si,No,Si,No,Un año,Si,Cheque electrónico,90.7,2835.5,3.02
6490-FGZAT,No,Masculino,0,No,No,6,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,20.65,109.3,0.69
6496-JDSSB,No,Femenino,0,No,No,8,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Transferencia bancaria,80.0,624.6,2.67
6496-SLWHQ,Si,Masculino,1,No,No,3,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,105.0,294.45,3.5
6497-TILVL,No,Femenino,0,Si,Si,7,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,No,Cheque por correo,50.7,350.35,1.69
6500-JVEGC,No,Masculino,0,No,No,68,Si,Si,Fibra optica,Si,Si,Si,No,Si,No,Un año,No,Transferencia bancaria,101.35,7110.75,3.38
6502-HCJTI,Si,Masculino,1,Si,No,7,Si,Si,Fibra optica,Si,Si,No,No,No,Si,Mes a mes,Si,Tarjeta de crédito,94.7,673.1,3.16
6502-KUGLL,No,Femenino,0,Si,Si,14,Si,No,DSL,Si,Si,No,Si,No,No,Mes a mes,No,Transferencia bancaria,59.45,780.85,1.98
6502-MJQAE,Si,Masculino,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,69.6,69.6,2.32
6504-VBLFL,No,Masculino,0,Si,No,55,Si,No,DSL,Si,Si,Si,No,No,No,Dos años,No,Cheque electrónico,58.6,3068.6,1.95
6505-OZNPG,No,Femenino,0,No,No,6,No,No,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Cheque por correo,63.4,348.8,2.11
6506-EYCNH,No,Femenino,0,Si,Si,28,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria,19.55,543.8,0.65
6507-DTJZV,No,Masculino,0,No,Si,13,Si,No,DSL,No,No,No,No,Si,Si,Mes a mes,No,Tarjeta de crédito,66.4,831.75,2.21
6507-ZJSUR,No,Masculino,1,Si,No,23,Si,No,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,90.45,2117.25,3.02
6508-NJYRO,No,Masculino,0,Si,No,15,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,18.8,294.95,0.63
6509-TSGWN,No,Femenino,0,Si,Si,37,Si,Si,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,26.45,911.6,0.88
6510-UPNKS,No,Femenino,0,No,No,23,Si,Si,No,No,No,No,No,No,No,Un año,No,Tarjeta de crédito,24.8,615.35,0.83
6513-EECDB,Si,Masculino,1,Si,No,1,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,73.55,73.55,2.45
6516-NKQBO,No,Masculino,0,Si,Si,38,Si,No,DSL,Si,No,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,81.0,3084.9,2.7
6518-KZXCB,No,Masculino,0,No,No,22,Si,Si,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,25.25,566.5,0.84
6518-LGAOV,Si,Femenino,0,Si,No,38,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Mes a mes,Si,Cheque electrónico,105.0,4026.4,3.5
6518-PPLMZ,No,Masculino,0,Si,Si,53,Si,No,No,No,No,No,No,No,No,Dos años,Si,Cheque por correo,19.4,1110.35,0.65
6519-CFDBX,No,Femenino,0,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,45.4,80.95,1.51
6519-ZHPXP,No,Femenino,0,Si,Si,72,Si,No,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,108.3,7679.65,3.61
6521-YYTYI,Si,Masculino,0,No,Si,1,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,93.3,93.3,3.11
6522-OIQSX,No,Femenino,0,Si,Si,69,No,No,DSL,No,Si,Si,No,Si,Si,Dos años,Si,Tarjeta de crédito,54.95,3772.5,1.83
6522-YRBXD,No,Masculino,1,Si,No,35,Si,Si,Fibra optica,Si,Si,No,No,No,Si,Mes a mes,Si,Cheque electrónico,94.55,3365.4,3.15
6527-PZFPV,No,Masculino,0,Si,Si,24,Si,No,No,No,No,No,No,No,No,Un año,Si,Tarjeta de crédito,20.8,469.65,0.69
6532-YLWSI,Si,Femenino,0,Si,No,53,Si,No,No,No,No,No,No,No,No,Un año,No,Transferencia bancaria,20.8,1021.8,0.69
6537-OTKMY,No,Masculino,0,No,No,15,No,No,DSL,No,No,Si,No,Si,Si,Un año,No,Cheque electrónico,50.75,688.2,1.69
6537-QLGEX,No,Femenino,0,No,No,16,No,No,DSL,Si,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,38.9,664.4,1.3
6538-POCHL,No,Masculino,0,No,No,33,Si,No,Fibra optica,No,Si,Si,No,No,No,Mes a mes,Si,Tarjeta de crédito,79.0,2576.8,2.63
6542-LWGXJ,No,Masculino,0,Si,No,3,No,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,25.0,78.25,0.83
6543-CPZMK,Si,Masculino,0,Si,Si,9,No,No,DSL,No,Si,No,No,No,No,Mes a mes,Si,Cheque electrónico,29.95,248.95,1.0
6543-JXSOO,No,Femenino,0,Si,Si,23,Si,No,DSL,Si,Si,No,Si,No,No,Un año,Si,Cheque por correo,57.75,1282.85,1.92
6543-XRMYR,Si,Femenino,1,No,No,30,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,99.7,2967.35,3.32
6546-OPBBH,No,Masculino,0,Si,Si,51,Si,Si,No,No,No,No,No,No,No,Un año,Si,Cheque por correo,23.95,1216.35,0.8
6549-BTYPG,No,Femenino,0,Si,No,60,No,No,DSL,No,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,60.8,3603.45,2.03
6549-NNDYT,No,Femenino,0,No,No,13,No,No,DSL,Si,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria,30.85,394.1,1.03
6549-YMFAW,No,Masculino,1,Si,No,9,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,21.25,204.55,0.71
6551-GNYDG,No,Femenino,0,Si,Si,14,Si,No,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Transferencia bancaria,80.9,1152.8,2.7
6551-VLJMV,No,Masculino,0,Si,No,34,Si,No,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,20.05,679.0,0.67
6551-ZCOTS,No,Masculino,1,No,No,33,Si,Si,No,No,No,No,No,No,No,Un año,Si,Transferencia bancaria,24.9,847.8,0.83
6556-DBKZF,No,Femenino,0,Si,Si,71,Si,No,Fibra optica,No,No,Si,No,No,No,Dos años,No,Cheque electrónico,76.05,5436.45,2.53
6557-BZXLQ,No,Masculino,1,No,No,16,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,69.65,1043.3,2.32
6559-ILWKJ,Si,Masculino,0,Si,No,71,No,No,DSL,No,Si,No,No,Si,Si,Dos años,No,Cheque electrónico,49.35,3515.25,1.64
6559-PDZLR,No,Masculino,0,No,No,26,Si,No,Fibra optica,No,No,Si,Si,Si,Si,Mes a mes,Si,Cheque electrónico,98.65,2537.0,3.29
6559-RAKOZ,No,Masculino,0,Si,Si,49,Si,Si,Fibra optica,No,No,No,Si,Si,Si,Un año,Si,Cheque electrónico,97.95,4917.9,3.26
6563-VNPMN,No,Femenino,1,No,No,45,Si,No,Fibra optica,Si,Si,No,Si,No,No,Mes a mes,Si,Transferencia bancaria,85.7,3778.1,2.86
6563-VRERX,No,Masculino,0,Si,Si,33,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,20.6,690.25,0.69
6567-HOOPW,Si,Femenino,1,No,No,1,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,79.2,79.2,2.64
6568-POCUI,No,Femenino,0,Si,No,45,Si,No,Fibra optica,No,No,No,Si,Si,Si,Dos años,Si,Tarjeta de crédito,95.2,4285.8,3.17
6569-KTMDU,No,Femenino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,19.1,19.1,0.64
6572-ADKRS,No,Femenino,0,No,No,46,Si,No,Fibra optica,No,No,Si,No,No,No,Mes a mes,Si,Tarjeta de crédito,74.8,3548.3,2.49
6574-MCOEH,No,Femenino,0,Si,Si,33,Si,Si,DSL,No,No,Si,Si,Si,Si,Un año,Si,Cheque electrónico,79.15,2531.4,2.64
6575-SUVOI,No,Femenino,1,Si,No,25,Si,Si,DSL,Si,No,No,Si,Si,No,Mes a mes,Si,Tarjeta de crédito,69.5,1752.65,2.32
6576-FBXOJ,No,Masculino,0,Si,No,17,No,No,DSL,No,No,Si,Si,Si,Si,Un año,No,Cheque electrónico,54.6,934.8,1.82
6578-KRMAW,No,Masculino,0,No,No,32,Si,No,Fibra optica,Si,Si,Si,No,No,Si,Mes a mes,Si,Tarjeta de crédito,93.4,2979.3,3.11
6579-JPICP,No,Masculino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,20.4,20.4,0.68
6581-NQCBA,Si,Femenino,0,Si,No,16,No,No,DSL,No,No,No,Si,Si,Si,Mes a mes,Si,Cheque electrónico,49.95,810.2,1.66
6582-OIVSP,No,Femenino,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,45.3,45.3,1.51
6582-PLFUU,No,Masculino,0,Si,Si,51,Si,No,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,19.55,1086.75,0.65
6583-KQJLK,No,Femenino,1,Si,No,15,Si,No,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,94.65,1285.05,3.16
6583-QGCSI,Si,Femenino,1,Si,No,50,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mes a mes,Si,Cheque electrónico,88.05,4367.35,2.94
6583-SZVGP,No,Masculino,0,No,No,48,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Dos años,Si,Transferencia bancaria,108.1,5067.45,3.6
6584-VQMYT,No,Masculino,0,No,Si,27,Si,No,DSL,Si,Si,No,No,No,No,Un año,No,Cheque por correo,56.2,1567.55,1.87
6585-WCEWR,No,Masculino,0,Si,Si,72,Si,No,No,No,No,No,No,No,No,Dos años,No,Cheque electrónico,20.35,1354.4,0.68
6586-MYGKD,No,Masculino,0,Si,No,70,Si,Si,DSL,Si,No,No,Si,Si,Si,Dos años,Si,Tarjeta de crédito,76.95,5289.8,2.56
6586-PSJOX,No,Masculino,0,No,Si,15,Si,No,DSL,No,No,Si,Si,No,No,Un año,No,Tarjeta de crédito,55.2,864.55,1.84
6591-QGOYB,No,Masculino,0,No,No,17,Si,Si,Fibra optica,Si,Si,Si,Si,Si,No,Mes a mes,Si,Transferencia bancaria,106.65,1672.1,3.56
6595-COKXZ,Si,Femenino,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,44.45,44.45,1.48
6595-YGXIT,Si,Masculino,1,No,No,25,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mes a mes,Si,Cheque electrónico,88.95,2291.2,2.97
6598-KELSS,No,Masculino,0,No,Si,50,No,No,DSL,Si,Si,No,No,Si,No,Un año,Si,Transferencia bancaria,43.05,2208.05,1.43
6598-RFFVI,Si,Masculino,0,No,No,2,Si,No,No,No,No,No,No,No,No,Un año,No,Tarjeta de crédito,19.3,28.3,0.64
6599-CEBNN,Si,Femenino,0,No,No,34,Si,No,Fibra optica,No,Si,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,73.95,2524.45,2.47
6599-GZWCM,No,Femenino,0,No,No,13,Si,No,Fibra optica,No,Si,No,No,No,No,Un año,Si,Cheque por correo,74.65,966.25,2.49
6599-RCLCJ,Si,Masculino,0,Si,No,47,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Mes a mes,Si,Cheque electrónico,109.55,5124.55,3.65
6599-SFQVE,No,Femenino,0,No,No,6,Si,No,DSL,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,55.0,340.4,1.83
6603-QWSPR,No,Femenino,0,No,No,46,Si,No,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,104.4,4904.2,3.48
6603-YRDCJ,No,Masculino,0,Si,No,33,Si,No,DSL,Si,Si,No,Si,No,No,Dos años,Si,Cheque por correo,61.05,2018.4,2.03
6608-QQLVK,Si,Masculino,0,No,No,1,Si,No,DSL,No,No,Si,No,No,No,Mes a mes,Si,Cheque electrónico,50.5,50.5,1.68
6609-MXJHJ,No,Femenino,0,Si,Si,30,Si,Si,No,No,No,No,No,No,No,Dos años,Si,Cheque por correo,25.1,789.55,0.84
6614-FHDBO,No,Masculino,0,No,No,72,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,109.2,7878.3,3.64
6614-VBEGU,No,Femenino,0,Si,No,24,Si,No,DSL,No,Si,No,No,Si,Si,Mes a mes,Si,Transferencia bancaria,69.45,1614.05,2.32
6614-YOLAC,No,Femenino,0,Si,Si,71,No,No,DSL,Si,Si,No,Si,Si,Si,Dos años,No,Cheque por correo,58.65,4145.25,1.95
6614-YWYSC,No,Masculino,1,Si,No,61,Si,Si,No,No,No,No,No,No,No,Dos años,No,Transferencia bancaria,25.0,1501.75,0.83
6615-NGGZJ,Si,Masculino,0,No,No,14,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,100.55,1415.55,3.35
6615-ZGEDR,Si,Masculino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,19.7,19.7,0.66
6616-AALSR,No,Femenino,0,Si,Si,65,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Dos años,Si,Tarjeta de crédito,104.3,6725.3,3.48
6617-WLBQC,No,Femenino,0,Si,Si,23,Si,Si,Fibra optica,Si,No,No,No,No,No,Un año,No,Tarjeta de crédito,81.85,1810.85,2.73
6618-RYATB,Si,Femenino,0,No,No,1,Si,Si,Fibra optica,No,No,Si,No,No,No,Mes a mes,Si,Cheque por correo,79.55,79.55,2.65
6619-RPLQZ,No,Femenino,0,Si,Si,45,Si,No,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,20.85,892.15,0.7
6620-HVDUJ,No,Masculino,0,No,No,24,Si,No,DSL,Si,Si,No,Si,No,No,Mes a mes,No,Transferencia bancaria,60.45,1440.75,2.02
6620-JDYNW,No,Femenino,0,No,No,18,Si,Si,DSL,Si,No,Si,No,No,No,Mes a mes,Si,Cheque por correo,60.6,1156.35,2.02
6621-NRZAK,No,Femenino,0,Si,Si,63,Si,No,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,20.0,1209.25,0.67
